anon_app_id,n_countries_observed,ADII_mean,DGI_mean,PCLR_mean,AS_mean,categories,ad_supported,offersIAP,top_grossing,downloads_bucket
app_0209,26,365.1923076923077,0.637087912087912,0.6324462827598876,0.22382081223328212,Health & Fitness,True,True,No,10M+
app_0210,26,1683.8076923076924,0.9961538461538461,0.19854996128010158,0.3099011364212952,Health & Fitness,False,True,Yes,1M-10M
app_0211,26,305.2307692307692,1.0,0.2980005149598825,0.42224879915549784,Education,False,False,No,10K-100K
app_0212,26,302.5769230769231,0.8968864468864469,0.5070819353222882,0.3544899080087803,Health & Fitness,False,False,No,100K-1M
app_0213,25,248.76,1.0,0.3614334407553032,0.3324617687140712,Lifestyle,True,True,Yes,1M-10M
app_0214,26,501.7692307692308,0.9340659340659341,0.3432117301520876,0.4120338799669682,Health & Fitness,True,True,Yes,1M-10M
app_0215,26,381.15384615384613,0.9307692307692308,0.3409562444839659,0.4379763146608469,Health & Fitness,False,False,No,10K-100K
app_0216,26,242.69230769230768,0.8051587301587302,0.42078087520704205,0.4451782091430437,Health & Fitness,False,True,No,100K-1M
app_0217,26,403.5769230769231,0.8921703296703297,0.4151147489130474,0.2571199212632999,Medical,False,True,No,100K-1M
app_0218,26,1074.1538461538462,1.0,0.6276358105284323,0.1881349962413059,Health & Fitness,False,True,No,100K-1M
app_0219,26,1020.4615384615385,0.9270604395604395,0.3264863181957426,0.48785306560643715,Education,True,True,Yes,1M-10M
app_0220,26,562.8846153846154,0.9558857808857808,0.581532950405446,0.1980732392340586,Health & Fitness,True,True,No,10K-100K
app_0221,3,1121.6666666666667,0.9060606060606061,0.2623202486736321,0.2506217808166309,Medical,False,False,Yes,1M-10M
app_0222,26,792.3461538461538,1.0,0.2636088878037135,0.3670268057413016,Health & Fitness,False,True,Yes,1M-10M
app_0223,26,956.4615384615385,1.0,0.25677966680080244,0.3984706810340119,Health & Fitness,False,True,No,100K-1M
app_0224,26,194.6153846153846,1.0,0.36550648686479376,0.36548530452216343,Productivity,True,True,No,10K-100K
app_0225,26,235.65384615384616,1.0,0.3808579137635138,0.3622787407123225,Productivity,True,True,No,10K-100K
app_0226,26,442.6923076923077,0.8185439560439561,0.6064026856178073,0.1982218564352723,Health & Fitness,False,True,No,10K-100K
app_0227,26,275.5,0.9166666666666666,0.37577635998133707,0.32116493625834075,Health & Fitness,True,True,Yes,1M-10M
app_0228,26,2197.9615384615386,0.7888583638583638,0.709830912225409,0.2848025569178064,Health & Fitness,True,True,Yes,1M-10M
app_0229,26,194.6153846153846,1.0,0.4167510294040746,0.40655111861997273,Health & Fitness,False,False,No,10K-100K
app_0230,26,248.46153846153845,0.8032051282051282,0.31961895907989474,0.3627487631741451,Health & Fitness,False,True,No,10K-100K
app_0231,26,1238.423076923077,1.0,0.3476060680397666,0.4716036354628338,Health & Fitness,True,True,No,1M-10M
app_0232,26,450.4230769230769,1.0,0.5261183311455564,0.4129461598787063,Health & Fitness,True,True,No,1M-10M
